exp,dte,strike,ask,cost,n@budget,BE,2x,5x,need%,sigma,delta,oi,p_BE,p_BE_d,p_touch
2027-06-30,328,945.0,10.95,1095,365,955.95,966.9,999.75,33.3,1.4,0.15,1461,0.0,4.8,1.1
2026-12-18,134,945.0,0.96,96,4166,945.96,946.92,949.8,31.9,2.11,0.025,609,0.0,1.0,0.0
2027-12-17,498,945.0,24.66,2466,162,969.66,994.32,1068.3,35.2,1.19,0.241,3109,0.0,21.6,0.0
2026-08-21,15,945.0,0.03,3,133333,945.03,945.06,945.15,31.8,6.21,0.001,652,0.0,0.0,0.0
2027-09-17,407,945.0,17.65,1765,226,962.65,980.3,1033.25,34.3,1.29,0.195,2093,2.8,27.7,3.8
2028-01-21,533,950.0,26.5,2650,150,976.5,1003.0,1082.5,36.2,1.18,0.246,4844,0.0,34.1,0.0
2027-06-17,315,950.0,9.65,965,414,959.65,969.3,998.25,33.8,1.45,0.137,4745,0.0,2.5,1.1
2026-09-30,55,950.0,0.11,11,36363,950.11,950.22,950.55,32.5,3.36,0.004,8103,0.0,0.0,0.0
2027-06-30,328,950.0,10.47,1047,382,960.47,970.94,1002.35,34.0,1.43,0.144,1491,0.0,4.4,1.1
2027-01-15,162,950.0,1.44,144,2777,951.44,952.88,957.2,32.7,1.96,0.036,18248,0.0,2.1,0.0
2026-08-31,25,950.0,0.05,5,80000,950.05,950.1,950.25,32.5,4.95,0.001,36767,0.0,0.0,0.0
2027-12-17,498,950.0,23.27,2327,171,973.27,996.54,1066.35,35.7,1.21,0.234,7114,0.0,20.3,0.0
2026-09-18,43,950.0,0.08,8,50000,950.08,950.16,950.4,32.5,3.77,0.003,1301,0.0,0.0,0.0
2026-10-16,71,950.0,0.17,17,23529,950.17,950.34,950.85,32.5,2.94,0.006,791,0.0,0.0,0.0
2026-11-20,106,950.0,0.55,55,7272,950.55,951.1,952.75,32.6,2.41,0.014,2299,0.0,0.2,0.0
2026-08-28,22,950.0,0.04,4,100000,950.04,950.08,950.2,32.5,5.25,0.001,2466,0.0,0.0,0.0
2026-08-21,15,950.0,0.03,3,133333,950.03,950.06,950.15,32.5,6.33,0.001,6902,0.0,0.0,0.0
2027-09-17,407,950.0,17.01,1701,235,967.01,984.02,1035.05,34.9,1.31,0.189,3685,1.9,27.7,3.8
2026-12-18,134,950.0,0.89,89,4494,950.89,951.78,954.45,32.6,2.15,0.024,21724,0.0,0.7,0.0
2027-03-19,225,950.0,4.0,400,1000,954.0,958.0,970.0,33.1,1.68,0.077,7103,0.0,3.8,0.9
2028-12-15,862,950.0,54.5,5450,73,1004.5,1059.0,1222.5,40.1,1.01,0.368,2228,,,
2026-12-18,134,955.0,0.83,83,4819,955.83,956.66,959.15,33.3,2.19,0.022,745,0.0,0.5,0.0
2026-12-31,147,955.0,1.07,107,3738,956.07,957.14,960.35,33.3,2.1,0.027,749,0.0,1.3,0.0
2028-06-16,680,955.0,37.0,3700,108,992.0,1029.0,1140.0,38.4,1.1,0.299,536,,,
2026-10-16,71,955.0,0.16,16,25000,955.16,955.32,955.8,33.2,3.0,0.006,1204,0.0,0.0,0.0
2027-12-17,498,955.0,23.08,2308,173,978.08,1001.16,1070.4,36.4,1.23,0.228,647,0.0,18.2,0.0
2026-09-18,43,955.0,0.08,8,50000,955.08,955.16,955.4,33.2,3.84,0.003,679,0.0,0.0,0.0
2028-01-21,533,955.0,25.5,2550,156,980.5,1006.0,1082.5,36.8,1.2,0.24,853,0.0,30.1,0.0
2027-06-30,328,955.0,9.92,992,403,964.92,974.84,1004.6,34.6,1.45,0.139,1539,0.0,3.3,0.4
2026-12-18,134,960.0,0.78,78,5128,960.78,961.56,963.9,34.0,2.23,0.021,5517,0.0,0.2,0.0
2028-12-15,862,960.0,52.0,5200,76,1012.0,1064.0,1220.0,41.1,1.04,0.356,587,,,
2027-03-19,225,960.0,3.54,354,1129,963.54,967.08,977.7,34.4,1.74,0.069,4096,0.0,3.2,0.6
2026-09-18,43,960.0,0.07,7,57142,960.07,960.14,960.35,33.9,3.91,0.003,1761,0.0,0.0,0.0
2027-01-15,162,960.0,1.27,127,3149,961.27,962.54,966.35,34.1,2.03,0.032,5241,0.0,1.8,0.0
2028-01-21,533,960.0,25.0,2500,160,985.0,1010.0,1085.0,37.4,1.21,0.234,611,0.0,26.8,0.0
2027-12-17,498,960.0,22.33,2233,179,982.33,1004.66,1071.65,37.0,1.25,0.222,2032,0.0,16.2,0.0
2027-01-15,162,965.0,1.23,123,3252,966.23,967.46,971.15,34.8,2.07,0.03,9224,0.0,1.0,0.0
2027-12-17,498,965.0,21.93,2193,182,986.93,1008.86,1074.65,37.6,1.26,0.216,763,0.0,12.8,0.0
2026-11-20,106,970.0,0.43,43,9302,970.43,970.86,972.15,35.3,2.59,0.01,730,0.0,0.0,0.0
2026-10-16,71,970.0,0.14,14,28571,970.14,970.28,970.7,35.3,3.16,0.005,15722,0.0,0.0,0.0
2027-12-17,498,970.0,20.92,2092,191,990.92,1011.84,1074.6,38.2,1.28,0.21,1294,0.0,11.5,0.0
2026-12-18,134,970.0,0.69,69,5797,970.69,971.38,973.45,35.4,2.31,0.018,6674,0.0,0.2,0.0
2027-09-17,407,970.0,14.96,1496,267,984.96,999.92,1044.8,37.4,1.39,0.166,596,0.9,21.6,1.9
2027-03-19,225,970.0,3.13,313,1277,973.13,976.26,985.65,35.7,1.8,0.061,526,0.0,2.6,0.3
2028-01-21,533,970.0,23.5,2350,170,993.5,1017.0,1087.5,38.6,1.25,0.221,567,0.0,19.5,0.0
2028-01-21,533,975.0,22.5,2250,177,997.5,1020.0,1087.5,39.1,1.26,0.216,643,0.0,15.4,0.0
2026-12-18,134,975.0,0.65,65,6153,975.65,976.3,978.25,36.1,2.35,0.017,6098,0.0,0.0,0.0
2027-01-15,162,975.0,1.07,107,3738,976.07,977.14,980.35,36.1,2.14,0.026,582,0.0,1.0,0.0
2028-06-16,680,975.0,33.5,3350,119,1008.5,1042.0,1142.5,40.7,1.15,0.275,842,,,
2028-01-21,533,980.0,22.0,2200,181,1002.0,1024.0,1090.0,39.7,1.28,0.21,937,0.0,14.6,0.0
2028-12-15,862,980.0,47.5,4750,84,1027.5,1075.0,1217.5,43.3,1.08,0.333,5214,,,
2027-09-17,407,980.0,13.93,1393,287,993.93,1007.86,1049.65,38.6,1.43,0.155,560,0.9,21.1,1.9
2026-09-18,43,980.0,0.07,7,57142,980.07,980.14,980.35,36.7,4.19,0.002,1042,0.0,0.0,0.0
2027-12-17,498,980.0,19.9,1990,201,999.9,1019.8,1079.5,39.5,1.32,0.199,905,0.0,8.1,0.0
2028-01-21,533,990.0,20.5,2050,195,1010.5,1031.0,1092.5,40.9,1.31,0.199,1130,0.0,9.8,0.0
2027-12-17,498,990.0,18.67,1867,214,1008.67,1027.34,1083.35,40.7,1.35,0.188,2150,0.0,5.4,0.0
2026-12-18,134,990.0,0.52,52,7692,990.52,991.04,992.6,38.1,2.46,0.014,5996,0.0,0.0,0.0
2028-12-15,862,990.0,45.5,4550,87,1035.5,1081.0,1217.5,44.4,1.11,0.322,1055,,,
2026-09-18,43,990.0,0.06,6,66666,990.06,990.12,990.3,38.1,4.32,0.002,1925,0.0,0.0,0.0
2027-03-19,225,990.0,2.47,247,1619,992.47,994.94,1002.35,38.4,1.91,0.05,1398,0.0,2.0,0.0
2026-10-16,71,990.0,0.11,11,36363,990.11,990.22,990.55,38.1,3.37,0.004,1018,0.0,0.0,0.0
2028-06-16,680,995.0,30.0,3000,133,1025.0,1055.0,1145.0,43.0,1.21,0.252,1226,,,
2028-12-15,862,1000.0,42.0,4200,95,1042.0,1084.0,1210.0,45.3,1.12,0.311,1017,,,
2027-06-17,315,1000.0,6.02,602,664,1006.02,1012.04,1030.1,40.3,1.68,0.091,8666,0.0,1.1,0.0
2026-11-20,106,1000.0,0.33,33,12121,1000.33,1000.66,1001.65,39.5,2.85,0.007,10274,0.0,0.0,0.0
2027-01-15,162,1000.0,0.78,78,5128,1000.78,1001.56,1003.9,39.6,2.31,0.02,5049,0.0,0.5,0.0
2026-12-18,134,1000.0,0.55,55,7272,1000.55,1001.1,1002.75,39.5,2.54,0.013,18830,0.0,0.0,0.0
2027-03-19,225,1000.0,2.21,221,1809,1002.21,1004.42,1011.05,39.8,1.97,0.045,920,0.0,1.2,0.0
2026-09-18,43,1000.0,0.06,6,66666,1000.06,1000.12,1000.3,39.5,4.46,0.002,19121,0.0,0.0,0.0
2028-01-21,533,1000.0,19.5,1950,205,1019.5,1039.0,1097.5,42.2,1.35,0.189,2800,0.0,7.3,0.0
2027-12-17,498,1000.0,16.49,1649,242,1016.49,1032.98,1082.45,41.8,1.38,0.178,1134,0.0,3.4,0.0
2028-06-16,680,1000.0,29.0,2900,137,1029.0,1058.0,1145.0,43.5,1.22,0.246,1444,,,
2028-06-16,680,1005.0,28.5,2850,140,1033.5,1062.0,1147.5,44.1,1.24,0.241,848,,,
2027-01-15,162,1005.0,0.76,76,5263,1005.76,1006.52,1008.8,40.3,2.34,0.018,6251,0.0,0.5,0.0
2027-06-17,315,1005.0,5.75,575,695,1010.75,1016.5,1033.75,41.0,1.71,0.088,919,0.0,1.1,0.0
2028-01-21,533,1005.0,19.0,1900,210,1024.0,1043.0,1100.0,42.8,1.36,0.183,538,0.0,7.3,0.0
2028-12-15,862,1010.0,41.5,4150,96,1051.5,1093.0,1217.5,46.7,1.15,0.3,508,,,
2027-06-17,315,1010.0,5.49,549,728,1015.49,1020.98,1037.45,41.6,1.73,0.084,503,0.0,0.4,0.0
2026-12-18,134,1010.0,0.51,51,7843,1010.51,1011.02,1012.55,40.9,2.61,0.011,503,0.0,0.0,0.0
2027-12-17,498,1015.0,15.97,1597,250,1030.97,1046.94,1094.85,43.8,1.44,0.164,1135,0.0,0.7,0.0
2027-12-17,498,1020.0,15.49,1549,258,1035.49,1050.98,1097.45,44.4,1.45,0.159,1050,0.0,0.7,0.0
2027-09-17,407,1020.0,10.33,1033,387,1030.33,1040.66,1071.65,43.7,1.59,0.119,542,0.0,19.2,0.5
2027-12-17,498,1030.0,14.64,1464,273,1044.64,1059.28,1103.2,45.7,1.49,0.15,512,0.0,0.0,0.0
2028-12-15,862,1035.0,37.0,3700,108,1072.0,1109.0,1220.0,49.5,1.21,0.275,740,,,
2027-01-15,162,1035.0,0.57,57,7017,1035.57,1036.14,1037.85,44.4,2.55,0.014,1178,0.0,0.0,0.0
2028-01-21,533,1035.0,16.0,1600,250,1051.0,1067.0,1115.0,46.6,1.46,0.156,594,0.0,0.0,0.0
2026-12-18,134,1035.0,0.42,42,9523,1035.42,1035.84,1037.1,44.4,2.8,0.009,5049,0.0,0.0,0.0
2027-12-17,498,1045.0,13.4,1340,298,1058.4,1071.8,1112.0,47.6,1.54,0.139,519,0.0,0.0,0.0
2028-01-21,533,1050.0,14.5,1450,275,1064.5,1079.0,1122.5,48.5,1.51,0.144,757,0.0,0.0,0.0
2028-12-15,862,1050.0,34.5,3450,115,1084.5,1119.0,1222.5,51.3,1.24,0.261,5833,,,
2026-09-18,43,1050.0,0.05,5,80000,1050.05,1050.1,1050.25,46.5,5.11,0.001,1301,0.0,0.0,0.0
2026-12-18,134,1050.0,0.39,39,10256,1050.39,1050.78,1051.95,46.5,2.91,0.008,8915,0.0,0.0,0.0
2027-06-17,315,1050.0,3.85,385,1038,1053.85,1057.7,1069.25,47.0,1.92,0.062,5775,0.0,0.0,0.0
2027-12-17,498,1055.0,12.38,1238,323,1067.38,1079.76,1116.9,48.9,1.57,0.131,755,0.0,0.0,0.0
2028-01-21,533,1055.0,14.5,1450,275,1069.5,1084.0,1127.5,49.2,1.53,0.14,576,0.0,0.0,0.0
2026-12-18,134,1060.0,0.37,37,10810,1060.37,1060.74,1061.85,47.9,2.98,0.007,745,0.0,0.0,0.0
2028-01-21,533,1060.0,14.0,1400,285,1074.0,1088.0,1130.0,49.8,1.54,0.137,608,0.0,0.0,0.0
2027-12-17,498,1060.0,11.94,1194,335,1071.94,1083.88,1119.7,49.5,1.59,0.128,841,0.0,0.0,0.0
2028-01-21,533,1065.0,13.5,1350,296,1078.5,1092.0,1132.5,50.4,1.56,0.133,1844,0.0,0.0,0.0
2026-09-18,43,1065.0,0.05,5,80000,1065.05,1065.1,1065.25,48.5,5.3,0.001,1001,0.0,0.0,0.0
2027-01-15,162,1065.0,0.5,50,8000,1065.5,1066.0,1067.5,48.6,2.74,0.01,5262,0.0,0.0,0.0
2028-01-21,533,1070.0,13.5,1350,296,1083.5,1097.0,1137.5,51.1,1.58,0.13,1141,0.0,0.0,0.0
2027-12-17,498,1070.0,11.32,1132,353,1081.32,1092.64,1126.6,50.8,1.62,0.121,730,0.0,0.0,0.0
2028-01-21,533,1075.0,13.0,1300,307,1088.0,1101.0,1140.0,51.7,1.59,0.126,1126,0.0,0.0,0.0
2027-09-17,407,1075.0,7.5,750,533,1082.5,1090.0,1112.5,51.0,1.8,0.084,573,0.0,8.0,0.0
2027-01-15,162,1075.0,0.46,46,8695,1075.46,1075.92,1077.3,50.0,2.81,0.01,613,0.0,0.0,0.0
2026-10-16,71,1075.0,0.06,6,66666,1075.06,1075.12,1075.3,49.9,4.23,0.002,687,0.0,0.0,0.0
2026-12-18,134,1080.0,0.34,34,11764,1080.34,1080.68,1081.7,50.7,3.12,0.006,11893,0.0,0.0,0.0
2026-10-16,71,1080.0,0.06,6,66666,1080.06,1080.12,1080.3,50.6,4.28,0.002,1855,0.0,0.0,0.0
2026-11-20,106,1080.0,0.25,25,16000,1080.25,1080.5,1081.25,50.7,3.51,0.003,1396,0.0,0.0,0.0
2027-12-17,498,1080.0,10.61,1061,377,1090.61,1101.22,1133.05,52.1,1.66,0.115,804,0.0,0.0,0.0
2028-12-15,862,1080.0,30.5,3050,131,1110.5,1141.0,1232.5,54.9,1.32,0.235,893,,,
2027-01-15,162,1085.0,0.49,49,8163,1085.49,1085.98,1087.45,51.4,2.87,0.009,7602,0.0,0.0,0.0
2028-01-21,533,1085.0,12.5,1250,320,1097.5,1110.0,1147.5,53.1,1.63,0.12,1095,0.0,0.0,0.0
2026-11-20,106,1085.0,0.25,25,16000,1085.25,1085.5,1086.25,51.4,3.55,0.003,13636,0.0,0.0,0.0
2028-12-15,862,1085.0,30.0,3000,133,1115.0,1145.0,1235.0,55.5,1.33,0.231,770,,,
2026-10-16,71,1085.0,0.06,6,66666,1085.06,1085.12,1085.3,51.3,4.33,0.002,8220,0.0,0.0,0.0
2027-12-17,498,1090.0,10.41,1041,384,1100.41,1110.82,1142.05,53.5,1.69,0.109,517,0.0,0.0,0.0
2028-01-21,533,1090.0,12.0,1200,333,1102.0,1114.0,1150.0,53.7,1.64,0.117,579,0.0,0.0,0.0
2027-12-17,498,1095.0,9.69,969,412,1104.69,1114.38,1143.45,54.1,1.71,0.106,904,0.0,0.0,0.0
2028-01-21,533,1095.0,11.98,1198,333,1106.98,1118.96,1154.9,54.4,1.66,0.114,793,0.0,0.0,0.0
2028-06-16,680,1100.0,17.5,1750,228,1117.5,1135.0,1187.5,55.9,1.5,0.159,634,,,
2027-12-17,498,1100.0,9.69,969,412,1109.69,1119.38,1148.45,54.8,1.73,0.103,947,0.0,0.0,0.0
2028-01-21,533,1100.0,11.2,1120,357,1111.2,1122.4,1156.0,55.0,1.67,0.111,1892,0.0,0.0,0.0
2026-09-18,43,1100.0,0.03,3,133333,1100.03,1100.06,1100.15,53.4,5.74,0.001,7837,0.0,0.0,0.0
2026-12-18,134,1100.0,0.29,29,13793,1100.29,1100.58,1101.45,53.5,3.26,0.005,10354,0.0,0.0,0.0
2027-12-17,498,1105.0,9.54,954,419,1114.54,1124.08,1152.7,55.4,1.74,0.101,808,0.0,0.0,0.0
2028-01-21,533,1105.0,11.0,1100,363,1116.0,1127.0,1160.0,55.6,1.69,0.108,598,0.0,0.0,0.0
2027-03-19,225,1110.0,0.91,91,4395,1110.91,1111.82,1114.55,54.9,2.57,0.016,504,0.0,0.0,0.0
2028-06-16,680,1110.0,17.0,1700,235,1127.0,1144.0,1195.0,57.2,1.53,0.153,579,,,
2028-01-21,533,1110.0,10.7,1070,373,1120.7,1131.4,1163.5,56.3,1.71,0.106,1248,0.0,0.0,0.0
2027-12-17,498,1110.0,9.3,930,430,1119.3,1128.6,1156.5,56.1,1.76,0.098,989,0.0,0.0,0.0
2027-09-17,407,1110.0,6.09,609,656,1116.09,1122.18,1140.45,55.7,1.94,0.068,534,0.0,4.7,0.0
2028-01-21,533,1115.0,10.5,1050,380,1125.5,1136.0,1167.5,57.0,1.72,0.103,1652,0.0,0.0,0.0
2027-12-17,498,1115.0,8.39,839,476,1123.39,1131.78,1156.95,56.7,1.78,0.096,2131,0.0,0.0,0.0
2027-03-19,225,1115.0,0.88,88,4545,1115.88,1116.76,1119.4,55.6,2.6,0.015,2622,0.0,0.0,0.0
2027-09-17,407,1115.0,5.87,587,681,1120.87,1126.74,1144.35,56.3,1.95,0.066,1141,0.0,4.2,0.0
2027-06-17,315,1115.0,2.24,224,1785,1117.24,1119.48,1126.2,55.8,2.21,0.038,1766,0.0,0.0,0.0
2028-06-16,680,1115.0,16.5,1650,242,1131.5,1148.0,1197.5,57.8,1.54,0.149,570,,,
2028-12-15,862,1115.0,26.5,2650,150,1141.5,1168.0,1247.5,59.2,1.4,0.208,1226,,,
